id,filename,stem,path,dataset,embedding_dim
31,000695_v0.pt,000695,../data/augmented_spectrograms/train/000695_v0.pt,train,256
32,000704_v0.pt,000704,../data/augmented_spectrograms/train/000704_v0.pt,train,256
33,000705_v0.pt,000705,../data/augmented_spectrograms/train/000705_v0.pt,train,256
34,000706_v0.pt,000706,../data/augmented_spectrograms/train/000706_v0.pt,train,256
35,000707_v0.pt,000707,../data/augmented_spectrograms/train/000707_v0.pt,train,256
36,000708_v0.pt,000708,../data/augmented_spectrograms/train/000708_v0.pt,train,256
37,000709_v0.pt,000709,../data/augmented_spectrograms/train/000709_v0.pt,train,256
38,000714_v0.pt,000714,../data/augmented_spectrograms/train/000714_v0.pt,train,256
39,000716_v0.pt,000716,../data/augmented_spectrograms/train/000716_v0.pt,train,256
40,000718_v0.pt,000718,../data/augmented_spectrograms/train/000718_v0.pt,train,256
41,000777_v0.pt,000777,../data/augmented_spectrograms/train/000777_v0.pt,train,256
42,000814_v0.pt,000814,../data/augmented_spectrograms/train/000814_v0.pt,train,256
43,000821_v0.pt,000821,../data/augmented_spectrograms/train/000821_v0.pt,train,256
44,000822_v0.pt,000822,../data/augmented_spectrograms/train/000822_v0.pt,train,256
45,000825_v0.pt,000825,../data/augmented_spectrograms/train/000825_v0.pt,train,256
46,000853_v0.pt,000853,../data/augmented_spectrograms/train/000853_v0.pt,train,256
47,000890_v0.pt,000890,../data/augmented_spectrograms/train/000890_v0.pt,train,256
48,000892_v0.pt,000892,../data/augmented_spectrograms/train/000892_v0.pt,train,256
49,000897_v0.pt,000897,../data/augmented_spectrograms/train/000897_v0.pt,train,256
50,000997_v0.pt,000997,../data/augmented_spectrograms/train/000997_v0.pt,train,256
51,001039_v0.pt,001039,../data/augmented_spectrograms/train/001039_v0.pt,train,256
52,001066_v0.pt,001066,../data/augmented_spectrograms/train/001066_v0.pt,train,256
53,001073_v0.pt,001073,../data/augmented_spectrograms/train/001073_v0.pt,train,256
54,001075_v0.pt,001075,../data/augmented_spectrograms/train/001075_v0.pt,train,256
55,001082_v0.pt,001082,../data/augmented_spectrograms/train/001082_v0.pt,train,256
56,001083_v0.pt,001083,../data/augmented_spectrograms/train/001083_v0.pt,train,256
57,001087_v0.pt,001087,../data/augmented_spectrograms/train/001087_v0.pt,train,256
58,001102_v0.pt,001102,../data/augmented_spectrograms/train/001102_v0.pt,train,256
59,001193_v0.pt,001193,../data/augmented_spectrograms/train/001193_v0.pt,train,256
60,001196_v0.pt,001196,../data/augmented_spectrograms/train/001196_v0.pt,train,256
61,001197_v0.pt,001197,../data/augmented_spectrograms/train/001197_v0.pt,train,256
62,001249_v0.pt,001249,../data/augmented_spectrograms/train/001249_v0.pt,train,256
63,001259_v0.pt,001259,../data/augmented_spectrograms/train/001259_v0.pt,train,256
64,001270_v0.pt,001270,../data/augmented_spectrograms/train/001270_v0.pt,train,256
65,001276_v0.pt,001276,../data/augmented_spectrograms/train/001276_v0.pt,train,256
66,001277_v0.pt,001277,../data/augmented_spectrograms/train/001277_v0.pt,train,256
67,001278_v0.pt,001278,../data/augmented_spectrograms/train/001278_v0.pt,train,256
68,001417_v0.pt,001417,../data/augmented_spectrograms/train/001417_v0.pt,train,256
69,001427_v0.pt,001427,../data/augmented_spectrograms/train/001427_v0.pt,train,256
70,001482_v0.pt,001482,../data/augmented_spectrograms/train/001482_v0.pt,train,256
71,001510_v0.pt,001510,../data/augmented_spectrograms/train/001510_v0.pt,train,256
72,001544_v0.pt,001544,../data/augmented_spectrograms/train/001544_v0.pt,train,256
73,001642_v0.pt,001642,../data/augmented_spectrograms/train/001642_v0.pt,train,256
74,001644_v0.pt,001644,../data/augmented_spectrograms/train/001644_v0.pt,train,256
75,001649_v0.pt,001649,../data/augmented_spectrograms/train/001649_v0.pt,train,256
76,001661_v0.pt,001661,../data/augmented_spectrograms/train/001661_v0.pt,train,256
77,001663_v0.pt,001663,../data/augmented_spectrograms/train/001663_v0.pt,train,256
78,001666_v0.pt,001666,../data/augmented_spectrograms/train/001666_v0.pt,train,256
79,001673_v0.pt,001673,../data/augmented_spectrograms/train/001673_v0.pt,train,256
80,001680_v0.pt,001680,../data/augmented_spectrograms/train/001680_v0.pt,train,256
81,001681_v0.pt,001681,../data/augmented_spectrograms/train/001681_v0.pt,train,256
82,001682_v0.pt,001682,../data/augmented_spectrograms/train/001682_v0.pt,train,256
83,001683_v0.pt,001683,../data/augmented_spectrograms/train/001683_v0.pt,train,256
84,001687_v0.pt,001687,../data/augmented_spectrograms/train/001687_v0.pt,train,256
85,001688_v0.pt,001688,../data/augmented_spectrograms/train/001688_v0.pt,train,256
86,001689_v0.pt,001689,../data/augmented_spectrograms/train/001689_v0.pt,train,256
87,001701_v0.pt,001701,../data/augmented_spectrograms/train/001701_v0.pt,train,256
88,001702_v0.pt,001702,../data/augmented_spectrograms/train/001702_v0.pt,train,256
89,001703_v0.pt,001703,../data/augmented_spectrograms/train/001703_v0.pt,train,256
90,001704_v0.pt,001704,../data/augmented_spectrograms/train/001704_v0.pt,train,256
91,001706_v0.pt,001706,../data/augmented_spectrograms/train/001706_v0.pt,train,256
92,001720_v0.pt,001720,../data/augmented_spectrograms/train/001720_v0.pt,train,256
93,001732_v0.pt,001732,../data/augmented_spectrograms/train/001732_v0.pt,train,256
94,001733_v0.pt,001733,../data/augmented_spectrograms/train/001733_v0.pt,train,256
95,001735_v0.pt,001735,../data/augmented_spectrograms/train/001735_v0.pt,train,256
96,001736_v0.pt,001736,../data/augmented_spectrograms/train/001736_v0.pt,train,256
97,001883_v0.pt,001883,../data/augmented_spectrograms/train/001883_v0.pt,train,256
98,001893_v0.pt,001893,../data/augmented_spectrograms/train/001893_v0.pt,train,256
99,001924_v0.pt,001924,../data/augmented_spectrograms/train/001924_v0.pt,train,256
100,001925_v0.pt,001925,../data/augmented_spectrograms/train/001925_v0.pt,train,256
101,001929_v0.pt,001929,../data/augmented_spectrograms/train/001929_v0.pt,train,256
102,001930_v0.pt,001930,../data/augmented_spectrograms/train/001930_v0.pt,train,256
103,002012_v0.pt,002012,../data/augmented_spectrograms/train/002012_v0.pt,train,256
104,002097_v0.pt,002097,../data/augmented_spectrograms/train/002097_v0.pt,train,256
105,002099_v0.pt,002099,../data/augmented_spectrograms/train/002099_v0.pt,train,256
106,003265_v0.pt,003265,../data/augmented_spectrograms/train/003265_v0.pt,train,256
107,003266_v0.pt,003266,../data/augmented_spectrograms/train/003266_v0.pt,train,256
108,003270_v0.pt,003270,../data/augmented_spectrograms/train/003270_v0.pt,train,256
109,003271_v0.pt,003271,../data/augmented_spectrograms/train/003271_v0.pt,train,256
110,003272_v0.pt,003272,../data/augmented_spectrograms/train/003272_v0.pt,train,256
111,003273_v0.pt,003273,../data/augmented_spectrograms/train/003273_v0.pt,train,256
112,003532_v0.pt,003532,../data/augmented_spectrograms/train/003532_v0.pt,train,256
113,003533_v0.pt,003533,../data/augmented_spectrograms/train/003533_v0.pt,train,256
114,003535_v0.pt,003535,../data/augmented_spectrograms/train/003535_v0.pt,train,256
115,003537_v0.pt,003537,../data/augmented_spectrograms/train/003537_v0.pt,train,256
116,003538_v0.pt,003538,../data/augmented_spectrograms/train/003538_v0.pt,train,256
117,003573_v0.pt,003573,../data/augmented_spectrograms/train/003573_v0.pt,train,256
118,003598_v0.pt,003598,../data/augmented_spectrograms/train/003598_v0.pt,train,256
119,003624_v0.pt,003624,../data/augmented_spectrograms/train/003624_v0.pt,train,256
120,003707_v0.pt,003707,../data/augmented_spectrograms/train/003707_v0.pt,train,256
121,003708_v0.pt,003708,../data/augmented_spectrograms/train/003708_v0.pt,train,256
122,003720_v0.pt,003720,../data/augmented_spectrograms/train/003720_v0.pt,train,256
123,003721_v0.pt,003721,../data/augmented_spectrograms/train/003721_v0.pt,train,256
124,003724_v0.pt,003724,../data/augmented_spectrograms/train/003724_v0.pt,train,256
125,003725_v0.pt,003725,../data/augmented_spectrograms/train/003725_v0.pt,train,256
126,003761_v0.pt,003761,../data/augmented_spectrograms/train/003761_v0.pt,train,256
127,003762_v0.pt,003762,../data/augmented_spectrograms/train/003762_v0.pt,train,256
128,003763_v0.pt,003763,../data/augmented_spectrograms/train/003763_v0.pt,train,256
129,003765_v0.pt,003765,../data/augmented_spectrograms/train/003765_v0.pt,train,256
130,003766_v0.pt,003766,../data/augmented_spectrograms/train/003766_v0.pt,train,256
131,003776_v0.pt,003776,../data/augmented_spectrograms/train/003776_v0.pt,train,256
132,003778_v0.pt,003778,../data/augmented_spectrograms/train/003778_v0.pt,train,256
133,003779_v0.pt,003779,../data/augmented_spectrograms/train/003779_v0.pt,train,256
134,003832_v0.pt,003832,../data/augmented_spectrograms/train/003832_v0.pt,train,256
135,003833_v0.pt,003833,../data/augmented_spectrograms/train/003833_v0.pt,train,256
136,003840_v0.pt,003840,../data/augmented_spectrograms/train/003840_v0.pt,train,256
137,003880_v0.pt,003880,../data/augmented_spectrograms/train/003880_v0.pt,train,256
138,003896_v0.pt,003896,../data/augmented_spectrograms/train/003896_v0.pt,train,256
139,003905_v0.pt,003905,../data/augmented_spectrograms/train/003905_v0.pt,train,256
140,003906_v0.pt,003906,../data/augmented_spectrograms/train/003906_v0.pt,train,256
141,003909_v0.pt,003909,../data/augmented_spectrograms/train/003909_v0.pt,train,256
142,003910_v0.pt,003910,../data/augmented_spectrograms/train/003910_v0.pt,train,256
143,003912_v0.pt,003912,../data/augmented_spectrograms/train/003912_v0.pt,train,256
144,003913_v0.pt,003913,../data/augmented_spectrograms/train/003913_v0.pt,train,256
145,003921_v0.pt,003921,../data/augmented_spectrograms/train/003921_v0.pt,train,256
146,003950_v0.pt,003950,../data/augmented_spectrograms/train/003950_v0.pt,train,256
147,004013_v0.pt,004013,../data/augmented_spectrograms/train/004013_v0.pt,train,256
148,004017_v0.pt,004017,../data/augmented_spectrograms/train/004017_v0.pt,train,256
149,004022_v0.pt,004022,../data/augmented_spectrograms/train/004022_v0.pt,train,256
150,004066_v0.pt,004066,../data/augmented_spectrograms/train/004066_v0.pt,train,256
151,004067_v0.pt,004067,../data/augmented_spectrograms/train/004067_v0.pt,train,256
152,004068_v0.pt,004068,../data/augmented_spectrograms/train/004068_v0.pt,train,256
153,004069_v0.pt,004069,../data/augmented_spectrograms/train/004069_v0.pt,train,256
154,004070_v0.pt,004070,../data/augmented_spectrograms/train/004070_v0.pt,train,256
155,004071_v0.pt,004071,../data/augmented_spectrograms/train/004071_v0.pt,train,256
156,004073_v0.pt,004073,../data/augmented_spectrograms/train/004073_v0.pt,train,256
157,004074_v0.pt,004074,../data/augmented_spectrograms/train/004074_v0.pt,train,256
158,004075_v0.pt,004075,../data/augmented_spectrograms/train/004075_v0.pt,train,256
159,004076_v0.pt,004076,../data/augmented_spectrograms/train/004076_v0.pt,train,256
160,004077_v0.pt,004077,../data/augmented_spectrograms/train/004077_v0.pt,train,256
161,004078_v0.pt,004078,../data/augmented_spectrograms/train/004078_v0.pt,train,256
162,004079_v0.pt,004079,../data/augmented_spectrograms/train/004079_v0.pt,train,256
163,004080_v0.pt,004080,../data/augmented_spectrograms/train/004080_v0.pt,train,256
164,004091_v0.pt,004091,../data/augmented_spectrograms/train/004091_v0.pt,train,256
165,004092_v0.pt,004092,../data/augmented_spectrograms/train/004092_v0.pt,train,256
166,004093_v0.pt,004093,../data/augmented_spectrograms/train/004093_v0.pt,train,256
167,004094_v0.pt,004094,../data/augmented_spectrograms/train/004094_v0.pt,train,256
168,004096_v0.pt,004096,../data/augmented_spectrograms/train/004096_v0.pt,train,256
169,004097_v0.pt,004097,../data/augmented_spectrograms/train/004097_v0.pt,train,256
170,004098_v0.pt,004098,../data/augmented_spectrograms/train/004098_v0.pt,train,256
171,004099_v0.pt,004099,../data/augmented_spectrograms/train/004099_v0.pt,train,256
172,004100_v0.pt,004100,../data/augmented_spectrograms/train/004100_v0.pt,train,256
173,004101_v0.pt,004101,../data/augmented_spectrograms/train/004101_v0.pt,train,256
174,004102_v0.pt,004102,../data/augmented_spectrograms/train/004102_v0.pt,train,256
175,004108_v0.pt,004108,../data/augmented_spectrograms/train/004108_v0.pt,train,256
176,004232_v0.pt,004232,../data/augmented_spectrograms/train/004232_v0.pt,train,256
177,004233_v0.pt,004233,../data/augmented_spectrograms/train/004233_v0.pt,train,256
178,004234_v0.pt,004234,../data/augmented_spectrograms/train/004234_v0.pt,train,256
179,004236_v0.pt,004236,../data/augmented_spectrograms/train/004236_v0.pt,train,256
180,004239_v0.pt,004239,../data/augmented_spectrograms/train/004239_v0.pt,train,256
181,004450_v0.pt,004450,../data/augmented_spectrograms/train/004450_v0.pt,train,256
182,004507_v0.pt,004507,../data/augmented_spectrograms/train/004507_v0.pt,train,256
183,004508_v0.pt,004508,../data/augmented_spectrograms/train/004508_v0.pt,train,256
184,004509_v0.pt,004509,../data/augmented_spectrograms/train/004509_v0.pt,train,256
185,004510_v0.pt,004510,../data/augmented_spectrograms/train/004510_v0.pt,train,256
186,004519_v0.pt,004519,../data/augmented_spectrograms/train/004519_v0.pt,train,256
187,004520_v0.pt,004520,../data/augmented_spectrograms/train/004520_v0.pt,train,256
188,004522_v0.pt,004522,../data/augmented_spectrograms/train/004522_v0.pt,train,256
189,004682_v0.pt,004682,../data/augmented_spectrograms/train/004682_v0.pt,train,256
190,004684_v0.pt,004684,../data/augmented_spectrograms/train/004684_v0.pt,train,256
191,004685_v0.pt,004685,../data/augmented_spectrograms/train/004685_v0.pt,train,256
192,004778_v0.pt,004778,../data/augmented_spectrograms/train/004778_v0.pt,train,256
193,004779_v0.pt,004779,../data/augmented_spectrograms/train/004779_v0.pt,train,256
194,004781_v0.pt,004781,../data/augmented_spectrograms/train/004781_v0.pt,train,256
195,004782_v0.pt,004782,../data/augmented_spectrograms/train/004782_v0.pt,train,256
196,004784_v0.pt,004784,../data/augmented_spectrograms/train/004784_v0.pt,train,256
197,004786_v0.pt,004786,../data/augmented_spectrograms/train/004786_v0.pt,train,256
198,004835_v0.pt,004835,../data/augmented_spectrograms/train/004835_v0.pt,train,256
199,004836_v0.pt,004836,../data/augmented_spectrograms/train/004836_v0.pt,train,256
200,004846_v0.pt,004846,../data/augmented_spectrograms/train/004846_v0.pt,train,256
201,004848_v0.pt,004848,../data/augmented_spectrograms/train/004848_v0.pt,train,256
202,004849_v0.pt,004849,../data/augmented_spectrograms/train/004849_v0.pt,train,256
203,005156_v0.pt,005156,../data/augmented_spectrograms/train/005156_v0.pt,train,256
204,005157_v0.pt,005157,../data/augmented_spectrograms/train/005157_v0.pt,train,256
205,005158_v0.pt,005158,../data/augmented_spectrograms/train/005158_v0.pt,train,256
206,005159_v0.pt,005159,../data/augmented_spectrograms/train/005159_v0.pt,train,256
207,005169_v0.pt,005169,../data/augmented_spectrograms/train/005169_v0.pt,train,256
208,005170_v0.pt,005170,../data/augmented_spectrograms/train/005170_v0.pt,train,256
209,005171_v0.pt,005171,../data/augmented_spectrograms/train/005171_v0.pt,train,256
210,005264_v0.pt,005264,../data/augmented_spectrograms/train/005264_v0.pt,train,256
211,005268_v0.pt,005268,../data/augmented_spectrograms/train/005268_v0.pt,train,256
212,005376_v0.pt,005376,../data/augmented_spectrograms/train/005376_v0.pt,train,256
213,005381_v0.pt,005381,../data/augmented_spectrograms/train/005381_v0.pt,train,256
214,005521_v0.pt,005521,../data/augmented_spectrograms/train/005521_v0.pt,train,256
215,005879_v0.pt,005879,../data/augmented_spectrograms/train/005879_v0.pt,train,256
216,005940_v0.pt,005940,../data/augmented_spectrograms/train/005940_v0.pt,train,256
217,006329_v0.pt,006329,../data/augmented_spectrograms/train/006329_v0.pt,train,256
218,006331_v0.pt,006331,../data/augmented_spectrograms/train/006331_v0.pt,train,256
219,006332_v0.pt,006332,../data/augmented_spectrograms/train/006332_v0.pt,train,256
220,006333_v0.pt,006333,../data/augmented_spectrograms/train/006333_v0.pt,train,256
221,006354_v0.pt,006354,../data/augmented_spectrograms/train/006354_v0.pt,train,256
222,006357_v0.pt,006357,../data/augmented_spectrograms/train/006357_v0.pt,train,256
223,006358_v0.pt,006358,../data/augmented_spectrograms/train/006358_v0.pt,train,256
224,006360_v0.pt,006360,../data/augmented_spectrograms/train/006360_v0.pt,train,256
225,006363_v0.pt,006363,../data/augmented_spectrograms/train/006363_v0.pt,train,256
226,006366_v0.pt,006366,../data/augmented_spectrograms/train/006366_v0.pt,train,256
227,006367_v0.pt,006367,../data/augmented_spectrograms/train/006367_v0.pt,train,256
228,006368_v0.pt,006368,../data/augmented_spectrograms/train/006368_v0.pt,train,256
229,006370_v0.pt,006370,../data/augmented_spectrograms/train/006370_v0.pt,train,256
230,006372_v0.pt,006372,../data/augmented_spectrograms/train/006372_v0.pt,train,256
231,006373_v0.pt,006373,../data/augmented_spectrograms/train/006373_v0.pt,train,256
232,006379_v0.pt,006379,../data/augmented_spectrograms/train/006379_v0.pt,train,256
233,006380_v0.pt,006380,../data/augmented_spectrograms/train/006380_v0.pt,train,256
234,006381_v0.pt,006381,../data/augmented_spectrograms/train/006381_v0.pt,train,256
235,006382_v0.pt,006382,../data/augmented_spectrograms/train/006382_v0.pt,train,256
236,006383_v0.pt,006383,../data/augmented_spectrograms/train/006383_v0.pt,train,256
237,006385_v0.pt,006385,../data/augmented_spectrograms/train/006385_v0.pt,train,256
238,006387_v0.pt,006387,../data/augmented_spectrograms/train/006387_v0.pt,train,256
239,006389_v0.pt,006389,../data/augmented_spectrograms/train/006389_v0.pt,train,256
240,006393_v0.pt,006393,../data/augmented_spectrograms/train/006393_v0.pt,train,256
241,006394_v0.pt,006394,../data/augmented_spectrograms/train/006394_v0.pt,train,256
242,006396_v0.pt,006396,../data/augmented_spectrograms/train/006396_v0.pt,train,256
243,006407_v0.pt,006407,../data/augmented_spectrograms/train/006407_v0.pt,train,256
244,006439_v0.pt,006439,../data/augmented_spectrograms/train/006439_v0.pt,train,256
245,006440_v0.pt,006440,../data/augmented_spectrograms/train/006440_v0.pt,train,256
246,006442_v0.pt,006442,../data/augmented_spectrograms/train/006442_v0.pt,train,256
247,006443_v0.pt,006443,../data/augmented_spectrograms/train/006443_v0.pt,train,256
248,006448_v0.pt,006448,../data/augmented_spectrograms/train/006448_v0.pt,train,256
249,006459_v0.pt,006459,../data/augmented_spectrograms/train/006459_v0.pt,train,256
250,006461_v0.pt,006461,../data/augmented_spectrograms/train/006461_v0.pt,train,256
251,006467_v0.pt,006467,../data/augmented_spectrograms/train/006467_v0.pt,train,256
252,006469_v0.pt,006469,../data/augmented_spectrograms/train/006469_v0.pt,train,256
253,006517_v0.pt,006517,../data/augmented_spectrograms/train/006517_v0.pt,train,256
254,006519_v0.pt,006519,../data/augmented_spectrograms/train/006519_v0.pt,train,256
255,006603_v0.pt,006603,../data/augmented_spectrograms/train/006603_v0.pt,train,256
256,006605_v0.pt,006605,../data/augmented_spectrograms/train/006605_v0.pt,train,256
257,006606_v0.pt,006606,../data/augmented_spectrograms/train/006606_v0.pt,train,256
258,006609_v0.pt,006609,../data/augmented_spectrograms/train/006609_v0.pt,train,256
259,006610_v0.pt,006610,../data/augmented_spectrograms/train/006610_v0.pt,train,256
260,006611_v0.pt,006611,../data/augmented_spectrograms/train/006611_v0.pt,train,256
261,006674_v0.pt,006674,../data/augmented_spectrograms/train/006674_v0.pt,train,256
262,006675_v0.pt,006675,../data/augmented_spectrograms/train/006675_v0.pt,train,256
263,006677_v0.pt,006677,../data/augmented_spectrograms/train/006677_v0.pt,train,256
264,006679_v0.pt,006679,../data/augmented_spectrograms/train/006679_v0.pt,train,256
265,006680_v0.pt,006680,../data/augmented_spectrograms/train/006680_v0.pt,train,256
266,006684_v0.pt,006684,../data/augmented_spectrograms/train/006684_v0.pt,train,256
267,006762_v0.pt,006762,../data/augmented_spectrograms/train/006762_v0.pt,train,256
268,006776_v0.pt,006776,../data/augmented_spectrograms/train/006776_v0.pt,train,256
269,006778_v0.pt,006778,../data/augmented_spectrograms/train/006778_v0.pt,train,256
270,006779_v0.pt,006779,../data/augmented_spectrograms/train/006779_v0.pt,train,256
271,006782_v0.pt,006782,../data/augmented_spectrograms/train/006782_v0.pt,train,256
272,006802_v0.pt,006802,../data/augmented_spectrograms/train/006802_v0.pt,train,256
273,006803_v0.pt,006803,../data/augmented_spectrograms/train/006803_v0.pt,train,256
274,006854_v0.pt,006854,../data/augmented_spectrograms/train/006854_v0.pt,train,256
275,006857_v0.pt,006857,../data/augmented_spectrograms/train/006857_v0.pt,train,256
276,007011_v0.pt,007011,../data/augmented_spectrograms/train/007011_v0.pt,train,256
277,007373_v0.pt,007373,../data/augmented_spectrograms/train/007373_v0.pt,train,256
278,007374_v0.pt,007374,../data/augmented_spectrograms/train/007374_v0.pt,train,256
279,007375_v0.pt,007375,../data/augmented_spectrograms/train/007375_v0.pt,train,256
280,007376_v0.pt,007376,../data/augmented_spectrograms/train/007376_v0.pt,train,256
281,007378_v0.pt,007378,../data/augmented_spectrograms/train/007378_v0.pt,train,256
282,007379_v0.pt,007379,../data/augmented_spectrograms/train/007379_v0.pt,train,256
283,007381_v0.pt,007381,../data/augmented_spectrograms/train/007381_v0.pt,train,256
284,007383_v0.pt,007383,../data/augmented_spectrograms/train/007383_v0.pt,train,256
285,007385_v0.pt,007385,../data/augmented_spectrograms/train/007385_v0.pt,train,256
286,007386_v0.pt,007386,../data/augmented_spectrograms/train/007386_v0.pt,train,256
287,007391_v0.pt,007391,../data/augmented_spectrograms/train/007391_v0.pt,train,256
288,007393_v0.pt,007393,../data/augmented_spectrograms/train/007393_v0.pt,train,256
289,007482_v0.pt,007482,../data/augmented_spectrograms/train/007482_v0.pt,train,256
290,007483_v0.pt,007483,../data/augmented_spectrograms/train/007483_v0.pt,train,256
291,007488_v0.pt,007488,../data/augmented_spectrograms/train/007488_v0.pt,train,256
292,007489_v0.pt,007489,../data/augmented_spectrograms/train/007489_v0.pt,train,256
293,007490_v0.pt,007490,../data/augmented_spectrograms/train/007490_v0.pt,train,256
294,007491_v0.pt,007491,../data/augmented_spectrograms/train/007491_v0.pt,train,256
295,007495_v0.pt,007495,../data/augmented_spectrograms/train/007495_v0.pt,train,256
296,007526_v0.pt,007526,../data/augmented_spectrograms/train/007526_v0.pt,train,256
297,007528_v0.pt,007528,../data/augmented_spectrograms/train/007528_v0.pt,train,256
298,007529_v0.pt,007529,../data/augmented_spectrograms/train/007529_v0.pt,train,256
299,007548_v0.pt,007548,../data/augmented_spectrograms/train/007548_v0.pt,train,256
300,007554_v0.pt,007554,../data/augmented_spectrograms/train/007554_v0.pt,train,256
301,007709_v0.pt,007709,../data/augmented_spectrograms/train/007709_v0.pt,train,256
302,007710_v0.pt,007710,../data/augmented_spectrograms/train/007710_v0.pt,train,256
303,007711_v0.pt,007711,../data/augmented_spectrograms/train/007711_v0.pt,train,256
304,007713_v0.pt,007713,../data/augmented_spectrograms/train/007713_v0.pt,train,256
305,007872_v0.pt,007872,../data/augmented_spectrograms/train/007872_v0.pt,train,256
306,008056_v0.pt,008056,../data/augmented_spectrograms/train/008056_v0.pt,train,256
307,008208_v0.pt,008208,../data/augmented_spectrograms/train/008208_v0.pt,train,256
308,008256_v0.pt,008256,../data/augmented_spectrograms/train/008256_v0.pt,train,256
309,008259_v0.pt,008259,../data/augmented_spectrograms/train/008259_v0.pt,train,256
310,008261_v0.pt,008261,../data/augmented_spectrograms/train/008261_v0.pt,train,256
311,008357_v0.pt,008357,../data/augmented_spectrograms/train/008357_v0.pt,train,256
312,008363_v0.pt,008363,../data/augmented_spectrograms/train/008363_v0.pt,train,256
313,008372_v0.pt,008372,../data/augmented_spectrograms/train/008372_v0.pt,train,256
314,008416_v0.pt,008416,../data/augmented_spectrograms/train/008416_v0.pt,train,256
315,009155_v0.pt,009155,../data/augmented_spectrograms/train/009155_v0.pt,train,256
316,009307_v0.pt,009307,../data/augmented_spectrograms/train/009307_v0.pt,train,256
317,009476_v0.pt,009476,../data/augmented_spectrograms/train/009476_v0.pt,train,256
318,009477_v0.pt,009477,../data/augmented_spectrograms/train/009477_v0.pt,train,256
319,009491_v0.pt,009491,../data/augmented_spectrograms/train/009491_v0.pt,train,256
320,009505_v0.pt,009505,../data/augmented_spectrograms/train/009505_v0.pt,train,256
321,009512_v0.pt,009512,../data/augmented_spectrograms/train/009512_v0.pt,train,256
322,009513_v0.pt,009513,../data/augmented_spectrograms/train/009513_v0.pt,train,256
323,009550_v0.pt,009550,../data/augmented_spectrograms/train/009550_v0.pt,train,256
324,009555_v0.pt,009555,../data/augmented_spectrograms/train/009555_v0.pt,train,256
325,009557_v0.pt,009557,../data/augmented_spectrograms/train/009557_v0.pt,train,256
326,009560_v0.pt,009560,../data/augmented_spectrograms/train/009560_v0.pt,train,256
327,009678_v0.pt,009678,../data/augmented_spectrograms/train/009678_v0.pt,train,256
328,009846_v0.pt,009846,../data/augmented_spectrograms/train/009846_v0.pt,train,256
329,009887_v0.pt,009887,../data/augmented_spectrograms/train/009887_v0.pt,train,256
330,009888_v0.pt,009888,../data/augmented_spectrograms/train/009888_v0.pt,train,256
331,009918_v0.pt,009918,../data/augmented_spectrograms/train/009918_v0.pt,train,256
